-0.141531	-0.316068	-0.0911983	0.360466	-0.050989	-0.0514277	0	
-0.466969	-0.275937	-0.308672	0.080731	-0.0447142	0.0586446	0	
-0.314256	0.573051	-0.215416	-0.221706	0	0	0	
-0.500421	-0.522798	-0.208949	0.657868	0.494009	-0	1	
0.0753595	-0.820379	-0.14013	0.712123	-0.653705	-0.659329	0	
0.862496	-0.231648	0.967835	0.245135	0.573258	-0.751854	-0	
-0.141532	-0.316068	-0.0911989	0.360466	-0.050989	-0.0514277	0	
-0.466969	-0.275937	-0.308672	0.0807303	-0.0447142	0.0586446	0	
-0.314255	0.573052	-0.215415	-0.221706	0	0	0	
-0.500422	-0.522797	-0.20895	0.657867	0.494009	-0	1	
0.0753581	-0.820379	-0.140131	0.712123	-0.653705	-0.659329	0	
0.862496	-0.23165	0.967834	0.245136	0.573258	-0.751854	-0	
-0.141531	-0.316068	-0.0911983	0.360466	-0.050989	-0.0514277	0	
-0.466968	-0.275937	-0.308672	0.080731	-0.0447142	0.0586446	0	
-0.314256	0.573051	-0.215416	-0.221706	0	0	0	
-0.50042	-0.522798	-0.208949	0.657868	0.494009	-0	1	
0.0753588	-0.820379	-0.14013	0.712123	-0.653705	-0.659329	0	
0.862497	-0.231648	0.967835	0.245135	0.573258	-0.751854	-0	
-0.141531	-0.316068	-0.0911983	0.360466	-0.050989	-0.0514277	0	
-0.466969	-0.275937	-0.308672	0.080731	-0.0447142	0.0586446	0	
-0.314256	0.573051	-0.215416	-0.221706	0	0	0	
-0.500421	-0.522798	-0.208949	0.657868	0.494009	-0	1	
0.0753595	-0.820379	-0.14013	0.712123	-0.653705	-0.659329	0	
0.862496	-0.231648	0.967835	0.245135	0.573258	-0.751854	-0	
-0.141531	-0.316068	-0.0911983	0.360466	-0.050989	-0.0514277	0	
-0.466968	-0.275937	-0.308672	0.080731	-0.0447142	0.0586446	0	
-0.314256	0.573051	-0.215416	-0.221706	0	0	0	
-0.50042	-0.522798	-0.208949	0.657868	0.494009	-0	1	
0.0753588	-0.820379	-0.14013	0.712123	-0.653705	-0.659329	0	
0.862497	-0.231648	0.967835	0.245135	0.573258	-0.751854	-0	
-0.141531	-0.316068	-0.0911989	0.360466	-0.050989	-0.0514277	0	
-0.466968	-0.275937	-0.308672	0.0807303	-0.0447142	0.0586446	0	
-0.314255	0.573052	-0.215415	-0.221706	0	0	0	
-0.500421	-0.522797	-0.20895	0.657867	0.494009	-0	1	
0.0753574	-0.820379	-0.140131	0.712123	-0.653705	-0.659329	0	
0.862496	-0.23165	0.967834	0.245136	0.573258	-0.751854	-0	
-0.141531	-0.316068	-0.0911983	0.360466	-0.050989	-0.0514277	0	
-0.466969	-0.275937	-0.308672	0.080731	-0.0447142	0.0586446	0	
-0.314256	0.573051	-0.215416	-0.221706	0	0	0	
-0.500421	-0.522798	-0.208949	0.657868	0.494009	-0	1	
0.0753595	-0.820379	-0.14013	0.712123	-0.653705	-0.659329	0	
0.862496	-0.231648	0.967835	0.245135	0.573258	-0.751854	-0	
